球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.238,14,24,21,0,5,0,0,0,5,0,7,3,0,0,0,0,0,0,1,.333,.238,0.571
甲子園,1.000,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,2.0
横浜,.333,5,11,9,0,3,0,0,0,3,0,1,2,0,0,0,0,0,1,0,.455,.333,0.788
マツダスタジアム,.000,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
神宮,.154,4,14,13,0,2,0,0,0,2,0,5,1,0,0,0,0,0,0,0,.214,.154,0.368
バンテリンドーム,1.000,2,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1.000,2.000,3.0
Ce その他,.750,2,5,4,1,3,0,0,1,6,1,0,1,0,0,0,0,0,1,0,.800,1.500,2.3
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,1.000,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,2.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
