球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
神宮,.297,26,105,91,17,27,3,0,12,66,23,29,11,1,2,0,1,1,0,3,.381,.725,1.106
東京ドーム,.111,3,12,9,1,1,1,0,0,2,1,3,3,0,0,0,0,1,0,0,.333,.222,0.556
甲子園,.667,1,3,3,1,2,1,0,1,6,1,1,0,0,0,0,0,0,0,0,.667,2.000,2.667
横浜,.304,8,31,23,6,7,0,0,4,19,7,7,8,2,0,0,0,1,1,1,.484,.826,1.31
マツダスタジアム,.208,7,30,24,4,5,1,0,2,12,6,10,4,0,0,0,2,1,0,1,.300,.500,0.8
バンテリンドーム,.077,5,16,13,0,1,0,0,0,1,1,4,3,0,0,0,0,0,0,0,.250,.077,0.327
Ce その他,.600,1,5,5,3,3,0,0,2,9,6,0,0,0,0,0,0,0,0,0,.600,1.800,2.4
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.263,5,22,19,2,5,1,0,1,9,2,10,3,0,0,0,0,0,1,0,.364,.474,0.837
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
