左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
26.2% (32),26.2% (32),26.2% (32),25.4% (31),25.4% (31),25.4% (31),48.4% (59),48.4% (59),48.4% (59)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
17.2% (5),27.3% (6),29.6% (21),34.5% (10),31.8% (7),19.7% (14),48.3% (14),40.9% (9),50.7% (36)
