背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS,詳細URL,nf3_player_id
55,村上宗隆,左,.273,56,224,187,34,51,0,0.0,7,0,22,11-8-0,124,47,64,32,3,2,0,3,4,2,66.7,5,0,1,.261,.379,.663,1.043,https://nf3.sakura.ne.jp/Central/S/f/55_stat.htm,
