条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.481,34,27,13,4,0,1,0,3,1,2,1,0.531
1-0より,.294,20,17,5,0,0,0,0,0,0,3,0,0.294
2-0より,.400,5,5,2,0,0,0,0,0,0,0,0,0.4
3-0より,-,4,0,0,0,0,0,0,4,0,0,0,1.0
0-1より,.400,26,25,10,1,0,0,0,0,0,0,1,0.385
1-1より,.263,19,19,5,0,0,0,0,0,0,0,0,0.263
2-1より,.429,8,7,3,0,0,0,0,0,0,1,0,0.429
3-1より,.000,3,2,0,0,0,0,0,1,0,0,0,0.333
0-2より,.176,18,17,3,1,0,0,9,0,0,1,0,0.176
1-2より,.148,27,27,4,2,0,0,11,0,0,0,0,0.148
2-2より,.150,20,20,3,0,0,0,6,0,0,0,0,0.15
3-2より,.167,20,12,2,1,0,0,1,8,0,0,0,0.5
