アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,108,34.3%,安打,90,66.7%
フライ,143,45.4%,四死球,36,26.7%
空三振,37,11.7%,失策出塁,9,6.7%
見三振,19,6.0%,野選,0,0.0%
犠打,8,2.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
