球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
甲子園,0.00,20,0,20,1,0,14,2,15,3,1,0,18.2,14,0,11,0,0,0,0,0.75,0.212,-,99.00
東京ドーム,1.50,6,0,6,0,0,5,0,5,0,0,0,6.0,4,0,6,2,0,1,1,1.0,0.19,-,6.00
横浜,0.00,6,0,6,0,0,4,1,4,1,0,0,6.0,2,0,3,0,1,0,0,0.33,0.105,-,99.00
マツダスタジアム,0.00,6,0,6,0,0,4,2,4,2,0,0,7.0,7,0,7,1,0,0,0,1.14,0.259,-,99.00
神宮,0.00,3,0,3,0,0,3,0,3,0,0,0,3.0,4,0,2,3,0,0,0,2.33,0.308,-,99.00
バンテリンドーム,0.00,4,0,4,0,0,1,3,1,3,0,0,4.1,3,0,3,1,0,0,0,0.92,0.188,-,99.00
Ce その他,0.00,3,0,3,0,0,2,0,2,0,0,0,3.0,1,0,4,0,0,0,0,0.33,0.1,-,99.00
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,0.00,1,0,1,0,0,0,1,0,1,0,0,1.0,0,0,1,0,0,0,0,0.0,0.0,-,99.00
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,0.00,4,0,4,0,0,3,0,3,0,0,0,4.0,2,0,5,0,0,0,0,0.5,0.167,-,99.00
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
