球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,450,59.8%,149.2,59,58,139,96,56.9%,19.9%,0.2,120,24,0,25,4,1
スライダー,134,17.8%,133.3,12,30,12,61,40.3%,27.9%,0.286,21,6,0,2,1,0
シンカー,93,12.4%,134.6,12,10,12,39,36.6%,27.3%,0.261,23,6,0,3,0,0
フォーク,39,5.2%,134.6,15,1,3,13,48.7%,60.0%,0.053,19,1,0,12,0,0
ナックルカーブ,36,4.8%,123.0,1,10,3,17,38.9%,11.1%,0.0,5,0,0,0,0,0
