種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,0.0,25,0,25,1,0,18,2,19,3,1,0,23.2,16,0,18,0,0,0,0,0.68,0.198,-,99.0
Visitor,0.31,28,0,28,0,0,18,7,18,7,0,0,29.1,21,0,24,7,1,1,1,0.95,0.196,-,29.33
