球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,353,35.6%,148.3,41,47,79,111,47.3%,21.0%,.296,98,29,9,23,7,1
フォーク,122,12.3%,135.6,40,5,20,40,53.3%,51.9%,.207,29,6,0,12,0,1
スライダー,113,11.4%,131.6,20,10,18,43,42.5%,33.3%,.357,28,10,3,6,4,2
カットボール,85,8.6%,137.7,19,4,14,31,43.5%,38.0%,.474,19,9,0,2,5,0
カーブ,72,7.3%,117.3,8,12,6,31,36.1%,27.6%,.176,17,3,0,2,1,0
チェンジアップ,62,6.3%,125.3,16,1,11,19,45.2%,38.1%,.211,19,4,0,4,1,0
スプリット,51,5.1%,137.7,13,1,6,25,39.2%,52.0%,.300,10,3,1,4,2,0
ツーシーム,49,4.9%,144.3,8,1,15,17,49.0%,25.8%,.500,8,4,0,0,2,1
縦スライダー,20,2.0%,132.3,7,0,3,8,50.0%,58.3%,.400,5,2,0,3,0,0
ナックルカーブ,19,1.9%,125.6,4,2,2,7,42.1%,40.0%,.333,6,2,0,2,0,0
シュート,17,1.7%,142.5,0,2,4,10,35.3%,0.0%,.000,1,0,0,0,0,0
シンカー,14,1.4%,133.2,3,0,0,10,21.4%,75.0%,.000,2,0,0,1,3,1
パワーカーブ,9,0.9%,124.4,0,1,2,6,33.3%,0.0%,-,0,0,0,0,0,0
スローカーブ,3,0.3%,93.0,1,1,0,1,66.7%,100.0%,-,0,0,0,0,0,0
ナックル,1,0.1%,105.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
高速スライダー,1,0.1%,139.0,0,0,0,0,0.0%,0.0%,1.000,1,1,0,0,0,0
