条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.234,149,141,33,6,1,2,2,26,5,3,0,0,0.275
1塁,0.235,41,34,8,1,0,0,1,11,3,1,3,0,0.316
2塁,0.412,20,17,7,2,1,1,7,3,3,0,0,0,0.5
3塁,0.25,5,4,1,0,0,0,2,0,1,0,0,0,0.4
1・2塁,0.222,11,9,2,1,0,0,2,0,1,0,1,0,0.3
1・3塁,0.25,7,4,1,0,0,0,2,0,1,1,0,1,0.429
2・3塁,0.0,7,6,0,0,0,0,0,0,1,0,0,0,0.143
満塁,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
得点圏,0.268,51,41,11,3,1,1,13,3,7,1,1,1,0.38
