球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
東京ドーム,1.80,3,1,2,1,0,0,0,0,0,0,0,10.0,7,0,9,1,0,2,2,0.8,0.194,2.57,3.00
甲子園,2.57,2,1,1,0,1,0,0,0,0,0,0,7.0,6,0,5,2,0,2,2,1.14,0.24,1.29,99.00
横浜,9.00,1,0,1,0,0,0,0,0,0,0,0,2.0,4,1,2,1,1,2,2,2.5,0.444,-,1.00
マツダスタジアム,9.00,1,0,1,0,0,0,0,0,0,0,0,1.0,1,1,0,0,1,1,1,1.0,0.25,-,1.00
神宮,1.86,3,1,2,0,0,1,0,1,0,0,0,9.2,14,0,8,4,0,2,2,1.86,0.341,2.57,99.00
バンテリンドーム,7.71,2,1,1,0,1,0,0,0,0,0,0,7.0,7,2,8,1,0,6,6,1.14,0.269,7.50,99.00
Ce その他,3.60,1,1,0,0,0,0,0,0,0,0,0,5.0,4,2,4,0,0,2,2,0.8,0.211,1.80,-
みずほPayPay,3.86,1,1,0,1,0,0,0,0,0,0,0,7.0,6,0,6,0,0,3,3,0.86,0.231,7.88,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,9.64,1,1,0,0,1,0,0,0,0,0,0,4.2,9,0,3,2,0,6,5,2.36,0.391,5.40,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
