条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.467,19,15,7,1,0,1,0,1,0,3,0,0.5
1-0より,.368,19,19,7,0,0,2,0,0,0,0,0,0.368
2-0より,.500,3,2,1,0,0,0,0,0,0,1,0,0.5
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.360,27,25,9,3,0,2,0,0,0,2,0,0.36
1-1より,.345,29,29,10,3,1,0,0,0,0,0,0,0.345
2-1より,.250,12,12,3,1,0,0,0,0,0,0,0,0.25
3-1より,-,3,0,0,0,0,0,0,3,0,0,0,1.0
0-2より,.190,21,21,4,2,0,0,9,0,0,0,0,0.19
1-2より,.156,33,32,5,0,0,0,19,0,1,0,0,0.182
2-2より,.220,42,41,9,2,0,1,13,0,1,0,0,0.238
3-2より,.231,18,13,3,1,0,0,4,5,0,0,0,0.444
