打率.271,試合126,打席413,打数376,得点50,安打102,内安17,内安率16.7,２Ｂ16,３Ｂ0,本塁12,HR勝敗10-2-0,塁打154,打点40,三振122
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
25,2,5,5,2,18,4,81.8,6,0,8,.354,.324,.410,.733
