チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
日本ハム,0.283,21,67,60,4,17,2,0,1,22,2,15,6,1,0,1,0,3,1,0,0.348,0.367,0.715
ロッテ,0.29,20,72,69,11,20,4,0,4,36,10,25,2,0,0,0,1,4,2,4,0.306,0.522,0.827
楽天,0.2,23,67,60,7,12,2,0,0,14,7,24,6,1,1,0,0,1,1,1,0.284,0.233,0.517
オリックス,0.217,25,68,60,7,13,2,0,0,15,5,21,3,0,2,2,1,6,0,0,0.273,0.25,0.523
西武,0.348,20,75,66,11,23,3,0,4,38,9,20,6,0,2,1,0,2,0,0,0.419,0.576,0.995
