条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.244,245,225,55,12,0,5,5,78,17,3,0,0,0.306
1塁,0.261,72,69,18,1,0,2,4,18,0,0,3,0,0.261
2塁,0.5,32,26,13,0,0,3,9,7,4,1,1,0,0.581
3塁,0.364,13,11,4,0,0,0,6,5,1,0,0,1,0.385
1・2塁,0.348,27,23,8,2,0,1,6,6,3,0,1,0,0.423
1・3塁,0.222,11,9,2,0,0,1,5,2,0,1,0,1,0.273
2・3塁,0.5,2,2,1,0,0,0,1,1,0,0,0,0,0.5
満塁,0.091,11,11,1,1,0,0,4,5,0,0,0,0,0.091
得点圏,0.354,96,82,29,3,0,5,31,26,8,2,2,2,0.415
