打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
1番,.226,30,137,124,13,28,7,0,3,44,8,43,9,0,1,3,0,3,2,1,.284,.355,0.638
2番,.245,24,101,94,10,23,2,0,2,31,6,38,4,0,1,1,1,6,1,2,.280,.330,0.61
3番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
4番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
5番,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
6番,.500,2,8,8,2,4,2,0,1,9,3,1,0,0,0,0,0,0,0,0,.500,1.125,1.625
7番,.254,20,74,67,10,17,3,0,1,23,7,20,5,1,2,0,0,3,0,0,.324,.343,0.668
8番,.381,7,24,21,3,8,1,0,2,15,5,4,1,0,0,1,1,0,1,1,.391,.714,1.106
9番,.365,15,56,52,8,19,1,0,2,26,9,12,4,0,0,0,0,2,0,2,.411,.500,0.911
