守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,.294,13,53,51,8,15,2,0,3,26,7,14,2,0,0,0,0,3,1,0,.321,.510,0.831
三塁手,.234,13,51,47,5,11,0,0,1,14,3,22,3,0,1,0,0,1,0,0,.294,.298,0.592
遊撃手,.272,72,296,268,33,73,14,0,7,108,28,82,18,1,3,5,2,10,3,6,.323,.403,0.726
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.300,28,13,10,4,3,0,0,1,6,2,4,2,1,1,0,0,4,0,0,.462,.600,1.062
