左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
26.8% (11),26.8% (11),26.8% (11),19.5% (8),19.5% (8),19.5% (8),53.7% (22),53.7% (22),53.7% (22)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
46.7% (7),0.0% (0),16.0% (4),26.7% (4),0.0% (0),16.0% (4),26.7% (4),100.0% (1),68.0% (17)
