アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,35,58.3%,安打,12,57.1%
フライ,16,26.7%,四死球,9,42.9%
空三振,7,11.7%,失策出塁,0,0.0%
見三振,2,3.3%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
