球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,141,42.9%,148.3,2,32,29,47,44.7%,3.2%,.188,32,6,0,1,6,1
スライダー,50,15.2%,131.8,4,11,6,21,42.0%,22.2%,.000,12,0,0,4,0,1
カットボール,46,14.0%,137.2,3,11,10,13,52.2%,13.6%,.182,11,2,0,2,0,0
フォーク,25,7.6%,138.0,2,4,4,13,40.0%,25.0%,.250,4,1,0,2,0,0
カーブ,21,6.4%,116.1,0,5,5,10,47.6%,0.0%,.000,1,0,0,0,0,0
チェンジアップ,14,4.3%,136.5,3,0,2,5,35.7%,33.3%,.000,4,0,0,0,0,0
スプリット,13,4.0%,141.3,0,3,4,4,53.8%,0.0%,.500,2,1,0,0,0,0
ツーシーム,9,2.7%,141.1,0,3,1,4,44.4%,0.0%,1.000,1,1,0,0,1,0
シンカー,4,1.2%,132.7,1,0,0,1,25.0%,33.3%,.500,2,1,0,0,0,0
縦スライダー,3,0.9%,130.0,0,1,0,1,33.3%,0.0%,.000,1,0,0,0,0,0
シュート,2,0.6%,131.0,0,0,0,0,0.0%,0.0%,.000,2,0,0,0,0,0
高速スライダー,1,0.3%,135.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
