左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
36.5% (23),36.5% (23),36.5% (23),14.3% (9),14.3% (9),14.3% (9),49.2% (31),49.2% (31),49.2% (31)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
8.3% (1),- (0),43.1% (22),33.3% (4),- (0),9.8% (5),58.3% (7),- (0),47.1% (24)
