防御率2.24,試合63,先発0,救援63,連投(試)0,連投(日)0,勝利2,敗戦4,HLD36,Ｓ0,ＨＰ38,ＳＰ2,救勝2,救敗4,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.333,52.1,225,851,16.3,55,4,57,12,2,3,0,0,16,13,1.28,-
