条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.261,238,218,57,10,0,4,36,10,5,4,1
対左打者,0.224,250,237,53,6,2,8,52,9,0,3,1
