アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,81,33.8%,安打,87,67.4%
フライ,101,42.1%,四死球,40,31.0%
空三振,51,21.3%,失策出塁,2,1.6%
見三振,6,2.5%,野選,0,0.0%
犠打,1,0.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
