球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.235,39,150,132,11,31,9,0,3,49,8,21,17,3,0,0,1,1,1,1,.320,.371,0.691
甲子園,.269,6,28,26,0,7,1,0,0,8,0,3,1,0,0,1,0,0,0,0,.296,.308,0.604
横浜,.250,9,40,36,3,9,2,1,0,13,4,4,3,0,0,0,1,0,1,0,.300,.361,0.661
マツダスタジアム,.294,5,19,17,1,5,1,0,1,9,2,2,2,0,0,0,0,0,0,0,.368,.529,0.898
神宮,.423,7,30,26,6,11,2,1,2,21,6,7,4,0,0,0,0,1,0,0,.500,.808,1.308
バンテリンドーム,.300,9,42,40,4,12,4,0,0,16,1,11,2,0,0,0,0,0,1,1,.333,.400,0.733
Ce その他,.167,4,15,12,0,2,0,1,0,4,2,1,3,1,0,0,0,0,0,0,.333,.333,0.667
みずほPayPay,.222,3,14,9,2,2,0,0,0,2,0,2,5,1,0,0,0,1,0,0,.500,.222,0.722
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,.200,3,11,10,0,2,0,0,0,2,2,2,1,0,0,0,0,1,0,1,.273,.200,0.473
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.333,5,20,18,3,6,0,0,0,6,1,4,2,0,0,0,0,1,1,0,.400,.333,0.733
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
