チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
阪神,0.291,13,60,55,1,16,2,0,1,21,2,8,4,1,0,1,0,0,0,1,0.339,0.382,0.721
ＤｅＮＡ,0.233,17,72,60,6,14,3,1,0,19,6,6,11,2,0,0,1,0,2,0,0.347,0.317,0.664
広島,0.159,14,47,44,1,7,1,0,1,11,2,7,3,0,0,0,0,0,0,0,0.213,0.25,0.463
ヤクルト,0.326,13,52,43,10,14,2,1,2,24,7,12,8,0,0,0,1,2,0,0,0.423,0.558,0.981
中日,0.302,15,68,63,7,19,7,1,1,31,4,12,5,1,0,0,0,0,1,1,0.353,0.492,0.845
