球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,55,51.4%,155.3,2,10,16,18,50.9%,7.4%,.364,11,4,0,2,3,0
スライダー,43,40.2%,138.9,3,5,7,19,34.9%,15.8%,.556,9,5,0,1,1,0
スプリット,5,4.7%,145.8,1,0,2,2,60.0%,33.3%,.000,1,0,0,1,1,0
チェンジアップ,2,1.9%,141.0,1,0,1,0,100.0%,50.0%,-,0,0,0,0,0,0
ツーシーム,2,1.9%,153.5,0,0,0,0,0.0%,0.0%,.500,2,1,0,0,0,0
