条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.357,16,14,5,1,1,0,3,1,0,1,0
対左打者,0.556,13,9,5,0,0,0,1,4,0,0,0
