背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS,詳細URL,nf3_player_id
4,度会隆輝,左,.241,86,301,270,24,65,8,12.3,10,2,6,2-4-0,97,25,36,24,1,1,4,2,0,1,0.0,1,0,5,.242,.303,.359,.662,https://nf3.sakura.ne.jp/Central/DB/f/4_stat.htm,
