条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.225,170,160,36,5,2,4,4,23,9,1,0,0,0.271
1塁,0.292,52,48,14,0,0,1,2,6,2,0,2,0,0.32
2塁,0.217,28,23,5,3,0,0,4,4,5,0,0,0,0.357
3塁,0.6,7,5,3,1,0,0,5,0,1,0,0,1,0.571
1・2塁,0.2,25,20,4,0,0,0,2,3,3,0,2,0,0.304
1・3塁,0.5,3,2,1,0,0,0,2,0,0,0,0,1,0.333
2・3塁,0.333,9,6,2,1,0,1,5,0,3,0,0,0,0.556
満塁,0.0,7,6,0,0,0,0,1,0,1,0,0,0,0.143
得点圏,0.242,79,62,15,5,0,1,19,7,13,0,2,2,0.364
