打率.241,試合86,打席301,打数270,得点24,安打65,内安8,内安率12.3,２Ｂ10,３Ｂ2,本塁6,HR勝敗2-4-0,塁打97,打点25,三振36
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
24,1,1,4,2,0,1,0.0,1,0,5,.242,.303,.359,.662
