条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.209,204,177,37,5,0,0,43,13,5,7,2
対左投手,0.206,131,107,22,1,1,1,26,14,1,9,0
