アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,77,32.2%,安打,59,61.5%
フライ,77,32.2%,四死球,33,34.4%
空三振,41,17.2%,失策出塁,4,4.2%
見三振,28,11.7%,野選,0,0.0%
犠打,16,6.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
