球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ZOZOマリン,2.36,20,0,20,2,2,9,0,11,2,2,2,26.2,26,1,32,5,1,7,7,1.16,0.265,-,3.81
みずほPayPay,0.00,2,0,2,0,0,2,0,2,0,0,0,4.0,1,0,3,0,0,0,0,0.25,0.077,-,99.00
エスコンＦ,2.08,4,0,4,1,1,2,0,3,1,1,1,4.1,3,0,5,1,0,1,1,0.92,0.176,-,4.33
楽天モバイル,0.00,2,0,2,0,0,1,0,1,0,0,0,3.0,3,0,5,0,1,0,0,1.0,0.25,-,99.00
京セラD大阪,3.60,3,0,3,0,0,1,0,1,0,0,0,5.0,5,1,5,2,0,2,2,1.4,0.263,-,2.50
ベルーナドーム,0.00,3,0,3,1,0,0,0,1,1,1,0,2.2,3,0,2,1,0,0,0,1.5,0.273,-,99.00
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,0.00,1,0,1,1,0,0,0,1,1,1,0,2.0,1,0,3,0,0,0,0,0.5,0.167,-,99.00
横浜,2.25,1,0,1,0,0,0,0,0,0,0,0,4.0,1,1,4,3,0,1,1,1.0,0.077,-,4.00
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,0.00,1,0,1,0,0,0,0,0,0,0,0,2.0,0,0,2,2,0,0,0,1.0,0.0,-,99.00
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
