球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,347,49.1%,149.8,30,79,81,105,54.8%,18.4%,0.147,68,10,2,18,6,1
カットボール,111,15.7%,141.8,20,12,23,41,49.5%,34.5%,0.185,27,5,0,12,5,0
スライダー,90,12.7%,136.4,17,14,9,27,44.4%,34.7%,0.31,29,9,0,6,0,0
チェンジアップ,89,12.6%,130.6,9,6,14,45,32.6%,23.7%,0.278,18,5,1,3,3,0
カーブ,56,7.9%,114.1,1,11,8,28,35.7%,5.9%,0.556,9,5,0,1,1,0
シンカー,11,1.6%,137.6,1,1,1,5,27.3%,20.0%,0.0,4,0,0,1,0,0
フォーク,3,0.4%,138.0,0,0,0,2,0.0%,0.0%,0.0,1,0,0,0,0,0
