種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.69,6,0,6,0,0,0,0,0,0,0,0,5.1,4,1,3,5,0,1,1,1.69,0.211,-,5.33
Nighter,3.86,10,0,10,0,0,0,0,0,0,0,0,9.1,10,1,9,1,0,4,4,1.18,0.278,-,2.33
