球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,124,50.8%,145.6,8,20,29,46,46.0%,13.8%,.304,23,7,2,3,4,0
カットボール,65,26.6%,131.8,7,13,11,25,47.7%,25.9%,.273,11,3,0,2,2,0
スプリット,53,21.7%,134.3,10,2,7,20,35.8%,32.3%,.190,21,4,0,7,0,0
カーブ,2,0.8%,115.0,0,1,0,1,50.0%,-%,-,0,0,0,0,0,0
