守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,.202,52,193,168,10,34,5,0,4,51,14,34,17,1,4,3,1,3,0,0,.289,.304,0.593
一塁手,.000,2,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,.250,3,12,12,2,3,1,0,0,4,2,4,0,0,0,0,0,0,0,0,.250,.333,0.583
途中出場,.400,11,11,10,1,4,2,0,0,6,2,3,1,0,0,0,0,0,0,0,.455,.600,1.055
