打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,53,11,0.208,1,13,4,0,0,0.263
2打席目,52,10,0.192,1,3,4,0,0,0.25
3打席目,50,11,0.22,1,15,3,1,0,0.264
4打席目,31,5,0.161,1,8,7,2,1,0.308
5打席目以上,2,0,0.0,0,0,3,0,0,0.6
