打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.283,51,194,173,12,49,11,0,0,60,16,28,14,2,4,0,3,0,0,2,0.345,0.347,0.692
Visitor,0.194,42,156,144,10,28,4,0,0,32,9,37,11,0,0,0,1,1,1,5,0.25,0.222,0.472
