チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.234,17,52,47,2,11,3,0,0,14,3,11,5,0,0,0,0,0,0,0,0.308,0.298,0.606
日本ハム,0.224,14,52,49,3,11,0,0,0,11,0,11,3,0,0,0,0,0,0,2,0.269,0.224,0.494
楽天,0.239,13,49,46,5,11,3,0,0,14,1,11,1,0,1,0,1,0,0,2,0.265,0.304,0.57
オリックス,0.258,17,75,66,6,17,4,0,0,21,12,13,8,1,0,0,1,0,0,1,0.333,0.318,0.652
西武,0.255,15,60,51,2,13,3,0,0,16,5,11,5,1,3,0,1,1,0,2,0.35,0.314,0.664
