条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.238,249,223,53,12,0,0,39,21,2,0,3
対左投手,0.255,101,94,24,3,0,0,26,4,2,0,1
