左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
29.1% (73),29.1% (73),29.1% (73),27.5% (69),27.5% (69),27.5% (69),43.4% (109),43.4% (109),43.4% (109)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
23.4% (18),- (0),31.6% (55),33.8% (26),- (0),24.7% (43),42.9% (33),- (0),43.7% (76)
