球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.158,11,21,19,1,3,0,0,0,3,0,7,0,0,0,2,0,0,0,0,.158,.158,0.316
東京ドーム,.000,3,6,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,.000,.000,0.0
甲子園,.000,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,.000,.000,0.0
横浜,.500,2,4,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,.667,.500,1.167
神宮,.000,2,4,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,.000,.000,0.0
バンテリンドーム,.000,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
Ce その他,.000,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
