アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,9,29.0%,安打,4,40.0%
フライ,8,25.8%,四死球,6,60.0%
空三振,12,38.7%,失策出塁,0,0.0%
見三振,1,3.2%,野選,0,0.0%
犠打,1,3.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
