アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,18,42.9%,安打,11,64.7%
フライ,8,19.0%,四死球,6,35.3%
空三振,13,31.0%,失策出塁,0,0.0%
見三振,3,7.1%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
