左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
29.7% (11),29.7% (11),29.7% (11),32.4% (12),32.4% (12),32.4% (12),37.8% (14),37.8% (14),37.8% (14)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
40.0% (4),0.0% (0),26.9% (7),60.0% (6),0.0% (0),23.1% (6),0.0% (0),100.0% (1),50.0% (13)
