条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.194,33,31,6,0,0,0,0,4,2,0,0,0,.242
1塁,.333,9,6,2,1,0,0,0,0,1,0,2,0,.429
2塁,.000,6,5,0,0,0,0,0,1,0,1,0,0,.167
3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
1・2塁,.000,5,4,0,0,0,0,0,1,0,0,1,0,.000
1・3塁,.500,2,2,1,1,0,0,1,0,0,0,0,0,.500
2・3塁,.333,3,3,1,0,0,0,2,1,0,0,0,0,.333
満塁,.500,2,2,1,0,0,0,1,0,0,0,0,0,.500
得点圏,.188,18,16,3,1,0,0,4,3,0,1,1,0,.235
