左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
61.5% (24),61.5% (24),61.5% (24),15.4% (6),15.4% (6),15.4% (6),23.1% (9),23.1% (9),23.1% (9)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
63.6% (7),50.0% (1),61.5% (16),27.3% (3),0.0% (0),11.5% (3),9.1% (1),50.0% (1),26.9% (7)
