アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,11,27.5%,安打,13,76.5%
フライ,15,37.5%,四死球,4,23.5%
空三振,8,20.0%,失策出塁,0,0.0%
見三振,6,15.0%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
