球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,90,38.1%,147.8,4,19,17,33,44.4%,10.5%,.304,23,7,2,6,4,0
スライダー,43,18.2%,130.2,6,4,7,17,39.5%,27.3%,.111,9,1,0,0,0,0
フォーク,22,9.3%,135.7,6,1,1,13,36.4%,75.0%,.000,4,0,0,3,0,0
カーブ,21,8.9%,120.4,4,8,1,7,61.9%,66.7%,.333,3,1,0,2,0,0
カットボール,20,8.5%,138.4,4,1,1,7,30.0%,33.3%,.429,7,3,0,0,0,0
チェンジアップ,14,5.9%,127.5,3,1,1,7,35.7%,50.0%,.333,3,1,0,1,0,0
縦スライダー,7,3.0%,132.3,2,1,1,3,57.1%,66.7%,.000,1,0,0,1,0,0
スプリット,7,3.0%,139.7,1,0,1,4,28.6%,33.3%,.000,1,0,0,0,0,0
シンカー,5,2.1%,135.8,0,2,1,1,60.0%,0.0%,.000,2,0,0,1,0,0
シュート,3,1.3%,135.7,0,2,0,1,66.7%,-%,-,0,0,0,0,0,0
ツーシーム,3,1.3%,149.0,1,1,1,0,100.0%,50.0%,-,0,0,0,0,0,0
スローカーブ,1,0.4%,93.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
