条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.264,232,197,52,12,0,0,0,50,34,1,0,0,0.375
1塁,0.246,74,61,15,2,0,1,4,16,4,0,9,0,0.292
2塁,0.167,39,30,5,0,1,0,4,11,7,1,1,0,0.342
3塁,0.4,9,5,2,1,0,0,2,2,4,0,0,0,0.667
1・2塁,0.167,25,18,3,0,0,1,4,4,2,1,4,0,0.286
1・3塁,0.1,13,10,1,1,0,0,1,4,0,2,1,0,0.25
2・3塁,0.25,7,4,1,1,0,0,4,0,2,0,1,0,0.5
満塁,0.333,15,15,5,2,0,0,8,4,0,0,0,0,0.333
得点圏,0.207,108,82,17,5,1,1,23,25,15,4,7,0,0.356
