打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,96,22,0.229,0,22,10,2,0,0.302
2打席目,87,24,0.276,0,22,17,3,0,0.394
3打席目,84,22,0.262,0,28,14,5,0,0.367
4打席目,61,13,0.213,1,16,14,4,0,0.36
5打席目以上,7,2,0.286,1,2,2,1,0,0.444
