アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,84,31.0%,安打,84,58.3%
フライ,80,29.5%,四死球,58,40.3%
空三振,70,25.8%,失策出塁,1,0.7%
見三振,21,7.7%,野選,1,0.7%
犠打,16,5.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
