打率.247,試合117,打席414,打数340,得点21,安打84,内安2,内安率2.4,２Ｂ19,３Ｂ1,本塁2,HR勝敗2-0-0,塁打111,打点27,三振91
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
53,6,5,16,0,2,2,50.0,3,4,6,.207,.357,.326,.683
