球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
甲子園,.253,53,179,158,8,40,5,1,1,50,12,45,12,1,1,8,0,1,0,1,.310,.316,0.626
東京ドーム,.286,11,41,35,3,10,2,0,1,15,5,6,4,1,2,0,0,0,0,0,.390,.429,0.819
横浜,.150,7,27,20,1,3,2,0,0,5,1,3,5,1,0,2,0,0,0,1,.320,.250,0.57
マツダスタジアム,.265,11,42,34,1,9,2,0,0,11,0,7,7,1,0,1,0,0,1,0,.390,.324,0.714
神宮,.219,11,41,32,3,7,2,0,0,9,3,10,7,1,1,1,0,0,0,1,.375,.281,0.656
バンテリンドーム,.160,10,38,25,1,4,3,0,0,7,4,10,10,0,1,2,0,1,0,0,.417,.280,0.697
Ce その他,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.250,1,4,4,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.250,.250,0.5
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.375,3,11,8,0,3,1,0,0,4,1,0,3,0,0,0,0,0,1,0,.545,.500,1.045
京セラD大阪,.235,7,23,17,2,4,0,0,0,4,1,7,4,1,0,2,0,0,0,0,.381,.235,0.616
ベルーナドーム,.500,2,7,6,1,3,2,0,0,5,0,1,1,0,0,0,0,0,0,0,.571,.833,1.405
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
