球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
京セラD大阪,2.76,17,0,17,1,0,8,0,9,1,1,0,16.1,13,0,16,4,1,5,5,1.04,0.213,-,3.27
みずほPayPay,0.00,3,0,3,0,0,1,0,1,0,0,0,2.0,3,0,1,2,0,0,0,2.5,0.375,-,99.00
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,0.00,4,0,4,1,0,3,0,4,1,1,0,3.1,1,0,2,1,0,0,0,0.6,0.091,-,99.00
楽天モバイル,2.70,4,0,4,0,0,2,0,2,0,0,0,3.1,2,0,2,2,0,1,1,1.2,0.182,-,3.33
ベルーナドーム,6.00,3,0,3,0,1,1,0,1,0,0,1,3.0,3,0,2,1,0,2,2,1.33,0.273,-,1.50
Pa その他,0.00,2,0,2,1,0,0,0,1,1,1,0,2.0,2,0,3,0,0,0,0,1.0,0.286,-,99.00
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,2,0,0,0,0,0.0,0.0,-,99.00
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,0.00,2,0,2,1,0,1,0,2,1,1,0,2.0,2,0,4,0,0,0,0,1.0,0.25,-,99.00
バンテリンドーム,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,2,0,0,0,0,0.0,0.0,-,99.00
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
