条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.228,85,79,18,3,0,0,17,4,1,0,1
対左投手,0.231,46,39,9,3,0,0,11,2,3,1,1
