球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,58,51.3%,145.8,2,6,14,25,37.9%,7.4%,.444,9,4,0,0,2,1
カットボール,32,28.3%,137.2,2,8,9,7,59.4%,11.8%,.286,7,2,0,2,2,0
スライダー,10,8.8%,128.7,0,2,2,3,40.0%,0.0%,.667,3,2,0,0,0,0
フォーク,7,6.2%,136.4,0,0,1,6,14.3%,0.0%,-,0,0,0,0,0,0
カーブ,4,3.5%,116.5,2,0,1,1,75.0%,66.7%,-,0,0,0,0,0,0
シュート,2,1.8%,145.5,0,0,0,1,0.0%,0.0%,.000,1,0,0,0,0,0
