球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,41,42.3%,146.5,8,9,8,14,61.0%,44.4%,.167,6,1,0,4,2,0
フォーク,9,9.3%,134.6,3,0,2,3,55.6%,50.0%,.000,2,0,0,1,0,0
ツーシーム,9,9.3%,137.8,1,2,2,3,55.6%,25.0%,.000,1,0,0,0,0,0
スライダー,8,8.2%,127.1,0,2,1,4,37.5%,0.0%,.000,1,0,0,0,0,0
シュート,8,8.2%,142.1,1,2,4,1,87.5%,20.0%,.000,1,0,0,1,0,0
カットボール,8,8.2%,136.4,2,2,1,1,62.5%,40.0%,.000,4,0,0,2,0,0
チェンジアップ,6,6.2%,127.5,0,0,3,3,50.0%,0.0%,-,0,0,0,0,0,0
ナックルカーブ,4,4.1%,128.0,1,0,1,2,50.0%,50.0%,.000,1,0,0,1,0,0
カーブ,3,3.1%,127.0,0,1,0,1,33.3%,0.0%,.000,1,0,0,0,0,0
パーム,1,1.0%,115.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
