球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,566,25.8%,135.7,12,143,90,204,43.3%,5.5%,0.24,125,30,2,12,14,2
カットボール,474,21.6%,130.5,43,72,90,159,43.2%,17.7%,0.21,124,26,2,19,10,3
ツーシーム,333,15.2%,133.9,15,62,47,124,37.2%,10.2%,0.27,89,24,0,4,2,2
スライダー,278,12.7%,121.5,25,67,45,85,49.3%,19.8%,0.274,62,17,2,6,4,0
チェンジアップ,248,11.3%,121.2,23,43,40,81,42.7%,18.5%,0.318,66,21,2,6,4,0
カーブ,150,6.8%,107.1,3,40,12,61,36.7%,6.1%,0.176,34,6,0,0,2,0
スプリット,142,6.5%,131.9,21,3,35,56,41.5%,25.3%,0.293,41,12,1,14,0,0
