チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,4.5,3,3,0,1,1,0,0,0,0,0,0,18.0,18,1,7,6,1,9,9,1.33,0.254,3.79,-
阪神,2.74,4,4,0,1,2,0,0,0,0,0,0,23.0,27,1,11,7,1,7,7,1.48,0.314,1.73,-
ＤｅＮＡ,1.04,4,4,0,2,1,0,0,0,0,0,0,26.0,14,1,14,7,2,3,3,0.81,0.161,1.67,-
広島,3.0,5,5,0,0,3,0,0,0,0,0,0,33.0,33,4,12,4,1,12,11,1.12,0.26,2.06,-
ヤクルト,4.56,4,4,0,1,3,0,0,0,0,0,0,23.2,28,2,10,7,0,12,12,1.48,0.298,3.96,-
