アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,184,45.2%,安打,136,72.3%
フライ,153,37.6%,四死球,44,23.4%
空三振,49,12.0%,失策出塁,7,3.7%
見三振,12,2.9%,野選,1,0.5%
犠打,9,2.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
